datetime,CellID,countrycode,smsin,smsout,callin,callout,internet,hour,dayofweek,is_weekend,month,is_night,log1p_smsin,log1p_smsout,log1p_callin,log1p_callout,log1p_internet,total_sms,total_call,total_traffic,ratio_sms_out_in,ratio_call_out_in,ratio_sms_call,internet_per_sms,internet_per_call,share_sms,share_call,share_data,any_sms,any_call,any_data,weekend_sms,weekend_call,weekend_data,night_sms,night_call,night_data,y_country,y_international
2013-01-11 00:00:00,1,0,0.3521,0.0,0.0,0.0273,0.0,0,4,0,1,1,0.3016589393825752,0.0,0.0,0.0269340012400809,0.0,0.3521,0.0273,0.3794,0.0,27300.000000000004,12.896963481191165,0.0,0.0,0.9280418343652231,0.07195552990108092,0.0,1,1,0,0.0,0.0,0.0,0.3521,0.0273,0.0,0,0
2013-01-11 00:00:00,1,33,0.0,0.0,0.0,0.0,0.0261,0,4,0,1,1,0.0,0.0,0.0,0.0,0.0257652078860264,0.0,0.0,0.0261,0.0,0.0,0.0,26100.000000000004,26100.000000000004,0.0,0.0,0.9999616872916746,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0261,33,1
2013-01-11 00:00:00,1,39,1.7322,1.1047,0.5919,0.402,57.7729,0,4,0,1,1,1.0051071454712497,0.7441729391629891,0.4649282713789531,0.3378997886123984,4.073680864311002,2.8369,0.9939,61.6037,0.6377435413095824,0.6791676310734397,2.8543084270968637,20.364792426665577,58.12741912926941,0.046050804642402896,0.016133770923925497,0.9378154082008806,1,1,1,0.0,0.0,0.0,2.8369,0.9939,57.7729,39,1
2013-01-11 00:00:00,2,0,0.3581,0.0,0.0,0.0273,0.0,0,4,0,1,1,0.3060866641278855,0.0,0.0,0.0269340012400809,0.0,0.3581,0.0273,0.38539999999999996,0.0,27300.000000000004,13.116735650708764,0.0,0.0,0.9291620935078011,0.0708353117921334,0.0,1,1,0,0.0,0.0,0.0,0.3581,0.0273,0.0,0,0
2013-01-11 00:00:00,2,33,0.0,0.0,0.0,0.0,0.0274,0,4,0,1,1,0.0,0.0,0.0,0.0,0.0270313390510304,0.0,0.0,0.0274,0.0,0.0,0.0,27400.000000000004,27400.000000000004,0.0,0.0,0.9999635049815699,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0274,33,1
2013-01-11 00:00:00,2,39,1.7334,1.088,0.602,0.4109,57.8875,0,4,0,1,1,1.005546255548563,0.7362066700203923,0.4712528486461674,0.3442277986369749,4.075628844026159,2.8214,1.0129,61.7218,0.6276678045068625,0.6825570057192596,2.785464719651773,20.517289105660627,57.15020520268023,0.045711563082872456,0.01641073305686592,0.937877687658531,1,1,1,0.0,0.0,0.0,2.8214,1.0129,57.8875,39,1
2013-01-11 00:00:00,3,0,0.3644,0.0,0.0,0.0273,0.0,0,4,0,1,1,0.3107147715623536,0.0,0.0,0.0269340012400809,0.0,0.3644,0.0273,0.3917,0.0,27300.000000000004,13.347496428702245,0.0,0.0,0.9303014288960203,0.06969601813628253,0.0,1,1,0,0.0,0.0,0.0,0.3644,0.0273,0.0,0,0
2013-01-11 00:00:00,3,33,0.0,0.0,0.0,0.0,0.0287,0,4,0,1,1,0.0,0.0,0.0,0.0,0.0282958691548473,0.0,0.0,0.0287,0.0,0.0,0.0,28700.0,28700.0,0.0,0.0,0.9999651580084318,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0287,33,1
2013-01-11 00:00:00,4,0,0.3349,0.0,0.0,0.0273,0.0,0,4,0,1,1,0.2888563826795496,0.0,0.0,0.0269340012400809,0.0,0.3349,0.0273,0.36219999999999997,0.0,27300.000000000004,12.266949928574043,0.0,0.0,0.9246247249455414,0.07537251415650428,0.0,1,1,0,0.0,0.0,0.0,0.3349,0.0273,0.0,0,0
2013-01-11 00:00:00,4,33,0.0,0.0,0.0,0.0,0.0226,0,4,0,1,1,0.0,0.0,0.0,0.0,0.0223484036637618,0.0,0.0,0.0226,0.0,0.0,0.0,22600.0,22600.0,0.0,0.0,0.9999557541701695,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0226,33,1
2013-01-11 00:00:00,4,39,1.7284,1.1533,0.5627,0.3763,57.4408,0,4,0,1,1,1.0037153567984272,0.7670015491304253,0.4464150944371184,0.3193987390033498,4.068014276042738,2.8817,0.9390000000000001,61.261500000000005,0.6672641360425041,0.6687388151078459,3.068899820127987,19.932949324027717,61.172245822954395,0.04703933062299599,0.015327734134362787,0.9376329189191757,1,1,1,0.0,0.0,0.0,2.8817,0.9390000000000001,57.4408,39,1
2013-01-11 00:00:00,5,0,0.3178,0.0,0.0,0.0237,0.0,0,4,0,1,1,0.2759636794975825,0.0,0.0,0.023423514943588,0.0,0.3178,0.0237,0.3415,0.0,23700.0,13.408716931775032,0.0,0.0,0.9305975677962877,0.06939950395460043,0.0,1,1,0,0.0,0.0,0.0,0.3178,0.0237,0.0,0,0
2013-01-11 00:00:00,5,33,0.0,0.0,0.0,0.0,0.0217,0,4,0,1,1,0.0,0.0,0.0,0.0,0.0214679066152409,0.0,0.0,0.0217,0.0,0.0,0.0,21700.0,21700.0,0.0,0.0,0.9999539191742316,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0217,33,1
2013-01-11 00:00:00,5,39,1.553,1.0439,0.511,0.3503,52.1497,0,4,0,1,1,0.9372691382593468,0.7148597474655951,0.4127716832906025,0.3003267899848596,3.973112460369393,2.5968999999999998,0.8613,55.6079,0.672182439032557,0.6855172494770069,3.015089962742409,20.081512541294416,60.54759021526737,0.046700198232621656,0.015488806168029971,0.9378109776162924,1,1,1,0.0,0.0,0.0,2.5968999999999998,0.8613,52.1497,39,1
2013-01-11 00:00:00,6,0,0.3644,0.0,0.0,0.0273,0.0,0,4,0,1,1,0.3107147715623536,0.0,0.0,0.0269340012400809,0.0,0.3644,0.0273,0.3917,0.0,27300.000000000004,13.347496428702245,0.0,0.0,0.9303014288960203,0.06969601813628253,0.0,1,1,0,0.0,0.0,0.0,0.3644,0.0273,0.0,0,0
2013-01-11 00:00:00,6,33,0.0,0.0,0.0,0.0,0.0287,0,4,0,1,1,0.0,0.0,0.0,0.0,0.0282958691548473,0.0,0.0,0.0287,0.0,0.0,0.0,28700.0,28700.0,0.0,0.0,0.9999651580084318,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0287,33,1
2013-01-11 00:00:00,6,39,1.7348,1.0701,0.6128,0.4203,58.0095,0,4,0,1,1,1.0060583070575018,0.7275969152891709,0.4779717988949124,0.3508681169049453,4.0776984478930345,2.8049,1.0331000000000001,61.847500000000004,0.6168430845958701,0.6858670269793946,2.7150297986353706,20.681478597640346,56.150850691268325,0.04535187282668058,0.01670398938188303,0.9379441216226344,1,1,1,0.0,0.0,0.0,2.8049,1.0331000000000001,58.0095,39,1
2013-01-11 00:00:00,7,0,0.3644,0.0,0.0,0.0273,0.0,0,4,0,1,1,0.3107147715623536,0.0,0.0,0.0269340012400809,0.0,0.3644,0.0273,0.3917,0.0,27300.000000000004,13.347496428702245,0.0,0.0,0.9303014288960203,0.06969601813628253,0.0,1,1,0,0.0,0.0,0.0,0.3644,0.0273,0.0,0,0
2013-01-11 00:00:00,7,33,0.0,0.0,0.0,0.0,0.0287,0,4,0,1,1,0.0,0.0,0.0,0.0,0.0282958691548473,0.0,0.0,0.0287,0.0,0.0,0.0,28700.0,28700.0,0.0,0.0,0.9999651580084318,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0287,33,1
2013-01-11 00:00:00,7,39,1.7348,1.0701,0.6128,0.4203,58.0095,0,4,0,1,1,1.0060583070575018,0.7275969152891709,0.4779717988949124,0.3508681169049453,4.0776984478930345,2.8049,1.0331000000000001,61.847500000000004,0.6168430845958701,0.6858670269793946,2.7150297986353706,20.681478597640346,56.150850691268325,0.04535187282668058,0.01670398938188303,0.9379441216226344,1,1,1,0.0,0.0,0.0,2.8049,1.0331000000000001,58.0095,39,1
2013-01-11 00:00:00,8,0,0.3644,0.0,0.0,0.0273,0.0,0,4,0,1,1,0.3107147715623536,0.0,0.0,0.0269340012400809,0.0,0.3644,0.0273,0.3917,0.0,27300.000000000004,13.347496428702245,0.0,0.0,0.9303014288960203,0.06969601813628253,0.0,1,1,0,0.0,0.0,0.0,0.3644,0.0273,0.0,0,0
2013-01-11 00:00:00,8,33,0.0,0.0,0.0,0.0,0.0287,0,4,0,1,1,0.0,0.0,0.0,0.0,0.0282958691548473,0.0,0.0,0.0287,0.0,0.0,0.0,28700.0,28700.0,0.0,0.0,0.9999651580084318,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0287,33,1
